Mois,sex,Ethnie,nTirs,prop
1951,F,Dorothy,9082,0.004918049653782
1951,F,Helen,6945,0.00376082964606
1951,F,Jessica,466,0.000252346524847
1951,F,Amanda,409,0.000221480104426
1951,F,Ashley,15,8.12274221611151E-06
1952,F,Linda,67092,0.03527175898788
1952,F,Patricia,53090,0.027910595669626
1952,F,Deborah,49809,0.026185700879796
1952,F,Betty,12125,0.006374382604901
1952,F,Dorothy,8608,0.004525417357772
1952,F,Helen,6470,0.003401423130203
1952,F,Jessica,452,0.000237626469065
1952,F,Amanda,418,0.000219751911658
1952,F,Ashley,24,1.26173346406294E-05
1953,F,Linda,61264,0.031757584051539
1953,F,Deborah,52196,0.027056980562061
1953,F,Patricia,51007,0.02644063544197
1953,F,Betty,11367,0.005892342287703
1953,F,Dorothy,8154,0.004226810857212
1953,F,Helen,6120,0.003172440819983
1953,F,Jessica,495,0.000256594478087
1953,F,Amanda,428,0.000221863508326
1953,F,Ashley,15,7.7755902450555E-06
1954,F,Linda,55371,0.027815789156409
1954,F,Deborah,54674,0.027465649100386
1954,F,Patricia,49133,0.024682111007961
1954,F,Betty,10615,0.005332477323785
1954,F,Dorothy,7791,0.003913832390919
1954,F,Helen,5940,0.002983976948025
1954,F,Amanda,428,0.000215007093225
1954,F,Jessica,424,0.000212997681138
1954,F,Ashley,21,1.0549413452612E-05
1955,F,Deborah,52314,0.026099932497594
1955,F,Linda,51279,0.025583561542687
1955,F,Patricia,46210,0.02305459113648
1955,F,Betty,9928,0.004953169894027
1955,F,Dorothy,7241,0.003612601047809
1955,F,Helen,5596,0.002791895520445
1955,F,Amanda,452,0.0002255069291
1955,F,Jessica,386,0.000192578926178
1955,F,Ashley,8,3.9912730814075E-06
1956,F,Linda,48067,0.023341086664109
1956,F,Deborah,47829,0.023225515094715
1956,F,Patricia,43332,0.021041795146965
1956,F,Betty,9213,0.004473785163136
1956,F,Dorothy,6862,0.003332151719248
1956,F,Helen,5279,0.00256345510433
1956,F,Amanda,643,0.000312237475295
1956,F,Jessica,406,0.000197151500731
1956,F,Ashley,25,1.21398707346564E-05
1957,F,Linda,44495,0.021213187408344
1957,F,Deborah,40065,0.019101165378476
1957,F,Patricia,39277,0.01872548290454
1957,F,Betty,8474,0.004040016858036
1957,F,Dorothy,6401,0.003051704969116
1957,F,Helen,5015,0.002390923358868
1957,F,Amanda,667,0.000317995190502
1957,F,Jessica,476,0.000226935098469
1957,F,Ashley,27,1.28723690307964E-05
1958,F,Linda,41898,0.020289480298168
1958,F,Patricia,37932,0.01836890941501
1958,F,Deborah,32936,0.015949551842581
1958,F,Betty,7709,0.003733152026793
1958,F,Dorothy,5539,0.002682310166871
1958,F,Helen,4763,0.002306525243691
1958,F,Amanda,796,0.000385470101612
1958,F,Jessica,529,0.000256172969539
1958,F,Ashley,38,1.84018390216808E-05
1959,F,Linda,40409,0.019441639238731
1959,F,Patricia,35221,0.01694558082673
1959,F,Deborah,29552,0.01421810296674
1959,F,Betty,7317,0.003520366114227
1959,F,Dorothy,5238,0.002520114487675
1959,F,Helen,4378,0.002106349986072
1959,F,Amanda,858,0.000412802258577
1959,F,Jessica,523,0.000251626551557
1959,F,Ashley,37,1.78014959992341E-05
1960,F,Linda,37314,0.017940026827826
1960,F,Patricia,32107,0.015436577192502
1960,F,Deborah,25269,0.012148966551759
1960,F,Betty,6503,0.003126547528042
1960,F,Dorothy,5077,0.002440947531888
1960,F,Helen,4069,0.001956315837552
1960,F,Amanda,977,0.000469727346593
1960,F,Jessica,560,0.000269239830187
1960,F,Ashley,57,2.74047684297068E-05
1961,F,Linda,35574,0.017133981143662
1961,F,Patricia,28867,0.013903599080061
1961,F,Deborah,24092,0.01160375200183
1961,F,Betty,5580,0.002687569988802
1961,F,Dorothy,4726,0.00227624655324
1961,F,Helen,3855,0.001856735180436
1961,F,Amanda,1057,0.000509097039097
1961,F,Jessica,669,0.000322219412636
1961,F,Ashley,80,3.85314693735024E-05
1962,F,Linda,31462,0.015521322454956
1962,F,Patricia,26538,0.013092138303656
1962,F,Deborah,22893,0.011293930295636
1962,F,Betty,4765,0.002350743801979
1962,F,Dorothy,4075,0.002010342286058
1962,F,Helen,3587,0.001769594547261
1962,F,Amanda,948,0.000467682082744
1962,F,Jessica,867,0.000427721904788
1962,F,Ashley,95,4.6866875380485E-05
1963,F,Linda,27715,0.0139419183154
1963,F,Patricia,25363,0.012758754257026
1963,F,Deborah,21062,0.010595153655383
1963,F,Betty,4154,0.002089652847995
1963,F,Dorothy,3791,0.001907047170618
1963,F,Helen,3340,0.001680173450241
1963,F,Jessica,1121,0.000563914502311
1963,F,Amanda,1035,0.000520652551198
1963,F,Ashley,108,5.4328961864087E-05
1964,F,Patricia,26087,0.013328857510441
1964,F,Linda,23633,0.012075013974173
1964,F,Deborah,19306,0.009864182278398
1964,F,Betty,4067,0.002077987637328
1964,F,Dorothy,3535,0.001806168256197
1964,F,Helen,3095,0.001581355234209
1964,F,Amanda,1275,0.000651446825078
1964,F,Jessica,1172,0.000598820140386
1964,F,Ashley,180,9.19689635404372E-05
1965,F,Patricia,23551,0.012888118370836
1965,F,Linda,19339,0.010583131127069
1965,F,Deborah,17083,0.00934855106488
1965,F,Betty,3565,0.001950921064585
1965,F,Dorothy,2960,0.001619839088687
1965,F,Helen,2804,0.00153446919077
1965,F,Amanda,1650,0.000902950843356
1965,F,Jessica,1529,0.000836734448177
1965,F,Ashley,218,0.00011929895991
1966,F,Patricia,20115,0.011457915018328
1966,F,Deborah,16250,0.009256332043143
1966,F,Linda,15560,0.00886329394408
1966,F,Betty,2948,0.001679241037735
1966,F,Dorothy,2667,0.001519177695942
1966,F,Helen,2449,0.001395000441456
1966,F,Amanda,2329,0.001326645989445
1966,F,Jessica,1665,0.000948418021651
1966,F,Ashley,263,0.000149810173991
1967,F,Patricia,17746,0.010337552005238
1967,F,Deborah,14007,0.008159477681583
1967,F,Linda,13199,0.007688794596931
1967,F,Amanda,2663,0.001551273582213
1967,F,Betty,2543,0.001481370153799
1967,F,Dorothy,2316,0.001349136168383
1967,F,Helen,2153,0.001254184011455
1967,F,Jessica,1761,0.00102583281197
1967,F,Ashley,386,0.000224856028064
1968,F,Patricia,15806,0.009246086529237
1968,F,Deborah,12286,0.007186980836278
1968,F,Linda,11368,0.006649975431125
1968,F,Amanda,2430,0.001421484895992
1968,F,Betty,2134,0.001248332826357
1968,F,Dorothy,2084,0.001219084165945
1968,F,Helen,1881,0.001100334604675
1968,F,Jessica,1841,0.001076935676346
1968,F,Ashley,544,0.000318225425276
1969,F,Patricia,14957,0.008485181991468
1969,F,Deborah,11186,0.006345874557502
1969,F,Linda,10248,0.005813742398112
1969,F,Amanda,2817,0.001598098393392
1969,F,Jessica,2492,0.00141372424435
1969,F,Betty,2133,0.001210061722792
1969,F,Helen,1857,0.001053485522375
1969,F,Dorothy,1778,0.00100866842153
1969,F,Ashley,643,0.000364777162567
1970,F,Patricia,13404,0.007316769616738
1970,F,Deborah,9853,0.005378404284819
1970,F,Linda,8734,0.004767581754147
1970,F,Jessica,4023,0.002196013441371
1970,F,Amanda,3550,0.00193781946728
1970,F,Betty,1967,0.001073715744265
1970,F,Dorothy,1802,0.000983648078884
1970,F,Helen,1715,0.00093615785532
1970,F,Ashley,932,0.000508745843241
1971,F,Patricia,11466,0.006543190995437
1971,F,Deborah,8675,0.004950478099199
1971,F,Linda,7379,0.004210902350892
1971,F,Jessica,5360,0.00305873920596
1971,F,Amanda,4133,0.002358539018327
1971,F,Betty,1763,0.001006074108229
1971,F,Dorothy,1626,0.000927893647181
1971,F,Helen,1441,0.000822321491752
1971,F,Ashley,1164,0.000664248588757
1972,F,Patricia,9602,0.00595464005497
1972,F,Deborah,6279,0.003893895532718
1972,F,Jessica,6208,0.003849865180301
1972,F,Linda,5746,0.00356335781669
1972,F,Amanda,4181,0.002592829626102
1972,F,Betty,1366,0.00084711917466
1972,F,Dorothy,1277,0.000791926197688
1972,F,Helen,1245,0.00077208153181
1972,F,Ashley,1176,0.000729291471011
1973,F,Patricia,8477,0.005454916342291
1973,F,Jessica,7226,0.004649902735566
1973,F,Amanda,5627,0.00362095249004
1973,F,Deborah,4984,0.003207184505129
1973,F,Linda,4735,0.00304695397909
1973,F,Betty,1323,0.000851345325097
1973,F,Ashley,1253,0.000806300598902
1973,F,Dorothy,1175,0.000756107903998
1973,F,Helen,1133,0.000729081068281
1974,F,Jessica,10653,0.006801995711799
1974,F,Patricia,8040,0.005133581669282
1974,F,Amanda,7476,0.004773464746213
1974,F,Deborah,4345,0.002774305019034
1974,F,Linda,4085,0.00260829367152
1974,F,Ashley,1626,0.001038209427146
1974,F,Helen,1140,0.000727895908331
1974,F,Betty,1130,0.000721510856504
1974,F,Dorothy,1100,0.000702355701021
1975,F,Jessica,12930,0.008284717483445
1975,F,Amanda,12653,0.008107233589948
1975,F,Patricia,7056,0.004521033763588
1975,F,Linda,3525,0.002258594673561
1975,F,Deborah,3415,0.002188113705024
1975,F,Ashley,1988,0.001273783322281
1975,F,Helen,1057,0.000677258034029
1975,F,Betty,1021,0.000654191535236
1975,F,Dorothy,975,0.000624717675666
1976,F,Jessica,18370,0.01168648661716
1976,F,Amanda,15591,0.00991856357366
1976,F,Patricia,6017,0.003827849209333
1976,F,Linda,3141,0.001998217444992
1976,F,Deborah,2994,0.001904700105159
1976,F,Ashley,2292,0.001458107094531
1976,F,Dorothy,983,0.000625357449356
1976,F,Helen,942,0.000599274381784
1976,F,Betty,908,0.00057764452087
1977,F,Jessica,24843,0.015103238596882
1977,F,Amanda,18280,0.01111327945703
1977,F,Patricia,5907,0.003591145610103
1977,F,Linda,2909,0.001768519143353
1977,F,Ashley,2706,0.001645105810215
1977,F,Deborah,2677,0.001627475334052
1977,F,Helen,992,0.000603083874255
1977,F,Dorothy,934,0.000567822921929
1977,F,Betty,807,0.000490613595286
1978,F,Jessica,26105,0.015881281866746
1978,F,Amanda,20522,0.01248479856232
1978,F,Patricia,5498,0.003344772560941
1978,F,Ashley,3484,0.002119532121193
1978,F,Linda,2936,0.001786149916137
1978,F,Deborah,2479,0.001508128624695
1978,F,Helen,922,0.000560909476389
1978,F,Dorothy,913,0.000555434221197
1978,F,Betty,715,0.000434978606961
1979,F,Amanda,31927,0.018529201469011
1979,F,Jessica,27777,0.016120701262402
1979,F,Patricia,5651,0.003279622811457
1979,F,Ashley,4450,0.002582608655279
1979,F,Linda,2739,0.001589610136362
1979,F,Deborah,2181,0.001265768421835
1979,F,Dorothy,889,0.00051594136956
1979,F,Helen,879,0.000510137754605
1979,F,Betty,711,0.000412637023349
1980,F,Amanda,35819,0.020120456480855
1980,F,Jessica,33921,0.019054300909771
1980,F,Ashley,7296,0.004098351447118
1980,F,Patricia,5309,0.002982202279708
1980,F,Linda,2805,0.001575640872967
1980,F,Deborah,1938,0.001088624603141
1980,F,Helen,909,0.000510608753486
1980,F,Dorothy,895,0.000502744592266
1980,F,Betty,658,0.000369615577331
1981,F,Jessica,42527,0.02378424994631
1981,F,Amanda,34373,0.01922392887823
1981,F,Ashley,8877,0.004964676247405
1981,F,Patricia,5285,0.002955763655237
1981,F,Linda,2730,0.001526818311977
1981,F,Deborah,1905,0.001065417173742
1981,F,Helen,896,0.000501109599828
1981,F,Dorothy,787,0.000440148722171
1981,F,Betty,662,0.000370239458802
1982,F,Jessica,45445,0.025056293267524
1982,F,Amanda,34210,0.018861828422973
1982,F,Ashley,14851,0.008188161762922
1982,F,Patricia,5167,0.002848847338834
1982,F,Linda,2787,0.001536624256499
1982,F,Deborah,1842,0.001015594503219
1982,F,Helen,875,0.000482434956741
1982,F,Dorothy,828,0.000456521307636
1982,F,Betty,635,0.000350109940035
1983,F,Jessica,45278,0.025307625879979
1983,F,Amanda,33754,0.018866416448448
1983,F,Ashley,33290,0.018607068897577
1983,F,Patricia,4922,0.0027510962185
1983,F,Linda,2473,0.001382255373497
1983,F,Deborah,1605,0.000897096592989
1983,F,Helen,844,0.000471744252014
1983,F,Dorothy,759,0.000424234463601
1983,F,Betty,563,0.000314682480905
1984,F,Jessica,45851,0.025436304942746
1984,F,Ashley,38759,0.02150194637578
1984,F,Amanda,33906,0.018809695653066
1984,F,Patricia,4475,0.002482551408231
1984,F,Linda,2334,0.001294810052919
1984,F,Deborah,1468,0.000814387813918
1984,F,Helen,859,0.000476538918362
1984,F,Dorothy,682,0.000378346382215
1984,F,Betty,503,0.000279044325886
1985,F,Jessica,48343,0.026193479452886
1985,F,Ashley,47007,0.025469600327696
1985,F,Amanda,39050,0.021158293292415
1985,F,Patricia,4398,0.002382949395648
1985,F,Linda,2113,0.001144877688268
1985,F,Deborah,1401,0.000759097795203
1985,F,Helen,809,0.000438336985239
1985,F,Dorothy,719,0.000389572672913
1985,F,Betty,502,0.000271996497639
1986,F,Jessica,52667,0.028549915597588
1986,F,Ashley,49674,0.02692745946028
1986,F,Amanda,40522,0.021966310590036
1986,F,Patricia,4246,0.002301686855666
1986,F,Linda,1951,0.001057605053086
1986,F,Deborah,1284,0.000696035309156
1986,F,Helen,766,0.000415236017767
1986,F,Dorothy,629,0.000340970568114
1986,F,Betty,407,0.000220628014662
1987,F,Jessica,55990,0.029884061157979
1987,F,Ashley,54845,0.029272929705472
1987,F,Amanda,41786,0.022302828711329
1987,F,Patricia,3913,0.002088521723722
1987,F,Linda,1929,0.001029583032215
1987,F,Deborah,1203,0.000642088329578
1987,F,Helen,815,0.000434997496763
1987,F,Dorothy,614,0.000327715905537
1987,F,Betty,435,0.000232176578027
1988,F,Jessica,51532,0.026807986212084
1988,F,Ashley,49963,0.025991760752821
1988,F,Amanda,39451,0.02052320624181
1988,F,Patricia,3798,0.001975796235999
1988,F,Linda,1844,0.00095928600821
1988,F,Deborah,1056,0.000549352507955
1988,F,Helen,775,0.000403170637941
1988,F,Dorothy,608,0.000316293868217
1988,F,Betty,395,0.000205486970305
1989,F,Jessica,47885,0.02404122529166
1989,F,Ashley,47585,0.023890606776729
1989,F,Amanda,36827,0.018489426831283
1989,F,Patricia,3606,0.001810434549477
1989,F,Linda,1844,0.000925801805113
1989,F,Deborah,1076,0.000540218406888
1989,F,Helen,857,0.000430266890988
1989,F,Dorothy,620,0.000311278264192
1989,F,Betty,399,0.000200322624859
1990,F,Jessica,46470,0.022627430854136
1990,F,Ashley,45553,0.022180920114019
1990,F,Amanda,34405,0.016752673951722
1990,F,Patricia,3578,0.001742219659912
1990,F,Linda,1658,0.000807322581368
1990,F,Deborah,1094,0.000532696564545
1990,F,Helen,861,0.00041924290866
1990,F,Dorothy,596,0.000290207634798
1990,F,Betty,406,0.000197691778067
1991,F,Ashley,43482,0.021388327861885
1991,F,Jessica,43394,0.021345041608911
1991,F,Amanda,28887,0.014209204428184
1991,F,Patricia,3418,0.001681277416676
1991,F,Linda,1608,0.000790957895265
1991,F,Deborah,1014,0.000498775687686
1991,F,Helen,773,0.000380230381244
1991,F,Dorothy,498,0.000244960840698
1991,F,Betty,345,0.00016970178723
1992,F,Ashley,38452,0.019186035488078
1992,F,Jessica,38352,0.019136139421585
1992,F,Amanda,25034,0.012490981285981
1992,F,Patricia,2951,0.001472432922223
1992,F,Linda,1580,0.000788357850597
1992,F,Deborah,919,0.000458544851075
1992,F,Helen,827,0.000412640469901
1992,F,Dorothy,508,0.000253472017787
1992,F,Betty,296,0.000147692356821
1993,F,Jessica,34987,0.017750626703108
1993,F,Ashley,34847,0.017679597814137
1993,F,Amanda,20809,0.010557429647154
1993,F,Patricia,2660,0.001349548890453
1993,F,Linda,1487,0.000754428270715
1993,F,Helen,868,0.000440379111621
1993,F,Deborah,797,0.000404357317929
1993,F,Dorothy,476,0.000241498222502
1993,F,Betty,292,0.000148145968426
1994,F,Jessica,32117,0.016479763966391
1994,F,Ashley,30278,0.015536142646399
1994,F,Amanda,18715,0.009602976075941
1994,F,Patricia,2363,0.001212494387788
1994,F,Linda,1281,0.000657302289783
1994,F,Helen,848,0.000435122827272
1994,F,Deborah,740,0.00037970624078
1994,F,Dorothy,442,0.000226797511385
1994,F,Betty,275,0.000141107048938
1995,F,Jessica,27935,0.014541640313685
1995,F,Ashley,26603,0.013848264086807
1995,F,Amanda,16345,0.008508434255492
1995,F,Patricia,2160,0.001124393881423
1995,F,Linda,1233,0.000641841507312
1995,F,Helen,837,0.000435702629052
1995,F,Deborah,660,0.000343564797102
1995,F,Dorothy,376,0.000195727823803
1995,F,Betty,234,0.000121809337154
1996,F,Jessica,24192,0.012621838409999
1996,F,Ashley,23676,0.012352622610579
1996,F,Amanda,13973,0.007290217762191
1996,F,Patricia,1970,0.001027820009412
1996,F,Linda,987,0.000514953476797
1996,F,Helen,900,0.000469562440848
1996,F,Deborah,633,0.00033025891673
1996,F,Dorothy,350,0.000182607615885
1996,F,Betty,217,0.000113216721849
1997,F,Jessica,21043,0.01102558419668
1997,F,Ashley,20895,0.010948038862787
1997,F,Amanda,12239,0.006412684739969
1997,F,Patricia,1781,0.000933163781509
1997,F,Linda,1095,0.000573730679816
1997,F,Helen,812,0.000425451426494
1997,F,Deborah,638,0.000334283263674
1997,F,Dorothy,315,0.000165045812002
1997,F,Betty,189,9.90274872010902E-05
1998,F,Ashley,19871,0.010254936133077
1998,F,Jessica,18233,0.009409604474581
1998,F,Amanda,10908,0.005629351484052
1998,F,Patricia,1704,0.000879392641073
1998,F,Linda,970,0.00050059322878
1998,F,Helen,832,0.000429374810665
1998,F,Deborah,553,0.000285389747954
1998,F,Dorothy,312,0.000161015553999
1998,F,Betty,194,0.000100118645756
1999,F,Ashley,18132,0.009318378976191
1999,F,Jessica,16346,0.008400519674874
1999,F,Amanda,9741,0.005006084800743
1999,F,Patricia,1532,0.000787323879965
1999,F,Linda,898,0.000461499245567
1999,F,Helen,841,0.00043220586361
1999,F,Deborah,524,0.000269293546411
1999,F,Dorothy,335,0.00017216285887
1999,F,Betty,182,9.35332546694679E-05
2000,F,Ashley,17997,0.009023490557098
2000,F,Jessica,15705,0.007874307895717
2000,F,Amanda,8550,0.00428687249337
2000,F,Patricia,1392,0.000697932925236
2000,F,Helen,890,0.000446235850187
2000,F,Linda,849,0.000425678917763
2000,F,Deborah,545,0.000273256784665
2000,F,Dorothy,312,0.000156433241863
2000,F,Betty,174,8.72416156545553E-05
2001,F,Ashley,16524,0.00834726311913
2001,F,Jessica,13917,0.007030311112862
2001,F,Amanda,6963,0.003517428776235
2001,F,Patricia,1223,0.000617810626646
2001,F,Helen,884,0.000446561401435
2001,F,Linda,837,0.000422818883485
2001,F,Deborah,489,0.000247023218667
2001,F,Dorothy,317,0.000160135706171
2001,F,Betty,153,7.72894733252811E-05
2002,F,Ashley,15339,0.007772264886327
2002,F,Jessica,11913,0.006036312118835
2002,F,Amanda,6132,0.003107081836036
2002,F,Patricia,1113,0.000563956634623
2002,F,Helen,875,0.000443362134138
2002,F,Linda,769,0.000389651978459
2002,F,Deborah,474,0.000240175601807
2002,F,Dorothy,263,0.000133261990032
2002,F,Betty,127,6.43508468976811E-05
2003,F,Ashley,14512,0.007238150720324
2003,F,Jessica,10445,0.005209652995713
2003,F,Amanda,5339,0.002662933206712
2003,F,Patricia,1011,0.000504256503462
2003,F,Helen,783,0.000390536935916
2003,F,Linda,739,0.00036859105446
2003,F,Deborah,421,0.000209982183934
2003,F,Dorothy,291,0.000145142079632
2003,F,Betty,142,7.08253446999699E-05
2004,F,Ashley,14370,0.007127753448181
2004,F,Jessica,9469,0.004696777828867
2004,F,Amanda,4677,0.002319867980316
2004,F,Patricia,997,0.000494528196788
2004,F,Helen,860,0.000426573971151
2004,F,Linda,727,0.000360603810496
2004,F,Deborah,427,0.000211798936839
2004,F,Dorothy,288,0.000142852678711
2004,F,Betty,136,6.7458209391274E-05
2005,F,Ashley,13270,0.006544980340398
2005,F,Jessica,8108,0.003998997784472
2005,F,Amanda,4088,0.002016268246537
2005,F,Helen,960,0.00047348765085
2005,F,Patricia,877,0.000432550697704
2005,F,Linda,745,0.000367446145712
2005,F,Deborah,425,0.000209616928762
2005,F,Dorothy,234,0.000115412614895
2005,F,Betty,132,6.51045519919034E-05
2006,F,Ashley,12340,0.005909223032945
2006,F,Jessica,6809,0.003260607749702
2006,F,Amanda,3355,0.001606599941291
2006,F,Helen,948,0.000453966242725
2006,F,Patricia,775,0.000371122192101
2006,F,Linda,698,0.000334249406564
2006,F,Deborah,423,0.000202560886786
2006,F,Dorothy,265,0.000126899846331
2006,F,Betty,135,6.46470915273522E-05
2007,F,Ashley,11423,0.0054037407529
2007,F,Jessica,5704,0.002698322441963
2007,F,Amanda,3038,0.001437149996263
2007,F,Helen,931,0.000440416934339
2007,F,Patricia,725,0.000342967000425
2007,F,Linda,659,0.000311745176938
2007,F,Deborah,371,0.000175504492631
2007,F,Dorothy,262,0.000123941178085
2007,F,Betty,134,6.33897628371366E-05
2008,F,Ashley,9402,0.004520305315325
2008,F,Jessica,4732,0.002275056876422
2008,F,Amanda,2439,0.001172625469483
2008,F,Helen,884,0.000425010625266
2008,F,Patricia,629,0.000302411406439
2008,F,Linda,611,0.000293757343934
2008,F,Deborah,355,0.000170677343857
2008,F,Dorothy,242,0.000116349062573
2008,F,Betty,137,6.58670312911669E-05
2009,F,Ashley,7811,0.003863390970121
2009,F,Jessica,3793,0.001876051971536
2009,F,Amanda,1952,0.000965476785773
2009,F,Helen,826,0.000408547041521
2009,F,Patricia,564,0.000278959481135
2009,F,Linda,550,0.000272034955008
2009,F,Deborah,346,0.00017113471715
2009,F,Dorothy,226,0.000111781636058
2009,F,Betty,148,7.32021333475781E-05
2010,F,Ashley,6306,0.003222521058046
2010,F,Jessica,3195,0.00163272356176
2010,F,Amanda,1655,0.000845745694746
2010,F,Helen,703,0.000359250286046
2010,F,Patricia,479,0.000244780778117
2010,F,Linda,476,0.00024324770435
2010,F,Deborah,354,0.000180902704495
2010,F,Dorothy,240,0.000122645901353
2010,F,Betty,132,6.74552457440595E-05
2011,F,Ashley,5398,0.002792056449402
2011,F,Jessica,2620,0.00135516633891
2011,F,Amanda,1409,0.000728789836459
2011,F,Helen,729,0.000377067275216
2011,F,Linda,488,0.000252412661598
2011,F,Patricia,427,0.000220861078899
2011,F,Deborah,332,0.000171723368137
2011,F,Dorothy,276,0.00014275798074
2011,F,Betty,167,8.63789231289653E-05
2012,F,Ashley,4696,0.002428064203064
2012,F,Jessica,2327,0.001203174063145
2012,F,Amanda,1228,0.000634936720903
2012,F,Helen,772,0.000399162173076
2012,F,Linda,448,0.000231638152251
2012,F,Patricia,394,0.000203717482114
2012,F,Deborah,336,0.000173728614189
2012,F,Dorothy,277,0.000143222696816
2012,F,Betty,140,7.2386922578567E-05
2013,F,Ashley,3936,0.002048982978761
2013,F,Jessica,1946,0.001013038840617
2013,F,Amanda,1064,0.000553891740194
2013,F,Helen,738,0.000384184308518
2013,F,Linda,441,0.000229573550212
2013,F,Patricia,419,0.000218120901448
2013,F,Dorothy,334,0.000173872031226
2013,F,Deborah,329,0.000171269156507
2013,F,Betty,174,9.05800402196202E-05
2014,F,Ashley,3547,0.001821259806537
2014,F,Jessica,1790,0.000919102073217
2014,F,Amanda,1048,0.000538111157951
2014,F,Helen,801,0.000411285341143
2014,F,Linda,470,0.000241328477325
2014,F,Dorothy,382,0.000196143570932
2014,F,Patricia,377,0.000193576246705
2014,F,Deborah,369,0.000189468527943
2014,F,Betty,193,9.90987151569174E-05
2015,F,Ashley,3409,0.001761657870435
2015,F,Jessica,1577,0.000814941173856
2015,F,Amanda,1013,0.0005234847236
2015,F,Helen,757,0.000391192434121
2015,F,Linda,423,0.000218592337693
2015,F,Dorothy,395,0.000204122868531
2015,F,Deborah,346,0.000178801297498
2015,F,Patricia,346,0.000178801297498
2015,F,Betty,186,9.61186165740535E-05
